SITE,CHELSA_BIO_Annual_Mean_Temperature,CHELSA_BIO_Annual_Precipitation,CHELSA_BIO_AridityIndex,CHELSA_BIO_FrostChangeFrequency,CHELSA_BIO_GrowingDegreeDaysHeatSum_gt0degrees,CHELSA_BIO_GrowingDegreeDays_gt0degrees,CHELSA_BIO_GrowingDegreeDays_gt10degrees,CHELSA_BIO_GrowingDegreeDays_gt5degrees,CHELSA_BIO_GrowingDegreeDaystSumHeatSum_gt10degrees,CHELSA_BIO_GrowingDegreeDaystSumHeatSum_gt5degrees,CHELSA_BIO_GrowingSeasonLength,CHELSA_BIO_GrowingSeasonPrecipitationSum,CHELSA_BIO_GrowingSeasonTemperatureMean,CHELSA_BIO_Isothermality,CHELSA_BIO_Max_Temperature_of_Warmest_Month,CHELSA_BIO_MaximumMonthlyMoisture_Index,CHELSA_BIO_MaximumMonthlyPotential_Evapotranspiration,CHELSA_BIO_MaximumMonthlyVaporPressureDeficit,CHELSA_BIO_MaximumSurfaceDownwellingShortwave,CHELSA_BIO_MeanMonthlyMoisture_Index,CHELSA_BIO_MeanMonthlyPotential_Evapotranspiration,CHELSA_BIO_MeanMonthlyVaporPressureDeficit,CHELSA_BIO_MeanSurfaceDownwellingShortwave,CHELSA_BIO_Mean_Diurnal_Range,CHELSA_BIO_Mean_Temperature_of_Coldest_Quarter,CHELSA_BIO_Mean_Temperature_of_Driest_Quarter,CHELSA_BIO_Mean_Temperature_of_Warmest_Quarter,CHELSA_BIO_Mean_Temperature_of_Wettest_Quarter,CHELSA_BIO_Min_Temperature_of_Coldest_Month,CHELSA_BIO_MinimumMonthlyMoisture_Index,CHELSA_BIO_MinimumMonthlyPotential_Evapotranspiration,CHELSA_BIO_MinimumMonthlyVaporPressureDeficit,CHELSA_BIO_MinimumSurfaceDownwellingShortwave,CHELSA_BIO_NPP,CHELSA_BIO_Precipitation_Seasonality,CHELSA_BIO_Precipitation_of_Coldest_Quarter,CHELSA_BIO_Precipitation_of_Driest_Month,CHELSA_BIO_Precipitation_of_Driest_Quarter,CHELSA_BIO_Precipitation_of_Warmest_Quarter,CHELSA_BIO_Precipitation_of_Wettest_Month,CHELSA_BIO_Precipitation_of_Wettest_Quarter,CHELSA_BIO_SnowCoverDays,CHELSA_BIO_SnowWaterEquivalent,CHELSA_BIO_Temperature_Annual_Range,CHELSA_BIO_Temperature_Seasonality,EarthEnv_CloudCover_Mean,EarthEnv_CloudCover_SD,EarthEnv_CloudCover_intraAnnualSD,EarthEnv_CloudCover_seasonalCloudConcentration,EarthEnv_CloudCover_seasonalCloudConcentration_peakTime,EarthEnv_Texture_CoOfVar_EVI,EarthEnv_Texture_Contrast_EVI,EarthEnv_Texture_Correlation_EVI,EarthEnv_Texture_Dissimilarity_EVI,EarthEnv_Texture_Entropy_EVI,EarthEnv_Texture_Homogeneity_EVI,EarthEnv_Texture_Maximum_EVI,EarthEnv_Texture_Range_EVI,EarthEnv_Texture_Shannon_Index,EarthEnv_Texture_Simpson_Index,EarthEnv_Texture_Std_EVI,EarthEnv_Texture_Uniformity_EVI,EarthEnv_Texture_Variance_EVI,SBIO_0_5cm_Annual_Mean_Temperature,SBIO_0_5cm_Isothermality,SBIO_0_5cm_Max_Temperature_of_Warmest_Month,SBIO_0_5cm_Mean_Diurnal_Range,SBIO_0_5cm_Mean_Temperature_of_Coldest_Quarter,SBIO_0_5cm_Mean_Temperature_of_Driest_Quarter,SBIO_0_5cm_Mean_Temperature_of_Warmest_Quarter,SBIO_0_5cm_Mean_Temperature_of_Wettest_Quarter,SBIO_0_5cm_Min_Temperature_of_Coldest_Month,SBIO_0_5cm_Temperature_Annual_Range,SBIO_0_5cm_Temperature_Seasonality,SBIO_5_15cm_Annual_Mean_Temperature,SBIO_5_15cm_Isothermality,SBIO_5_15cm_Max_Temperature_of_Warmest_Month,SBIO_5_15cm_Mean_Diurnal_Range,SBIO_5_15cm_Mean_Temperature_of_Coldest_Quarter,SBIO_5_15cm_Mean_Temperature_of_Driest_Quarter,SBIO_5_15cm_Mean_Temperature_of_Warmest_Quarter,SBIO_5_15cm_Mean_Temperature_of_Wettest_Quarter,SBIO_5_15cm_Min_Temperature_of_Coldest_Month,SBIO_5_15cm_Temperature_Annual_Range,SBIO_5_15cm_Temperature_Seasonality,SG_Bulk_density_0_5cm,SG_Bulk_density_100_200cm,SG_Bulk_density_15_30cm,SG_Bulk_density_30_60cm,SG_Bulk_density_5_15cm,SG_Bulk_density_60_100cm,SG_CEC_0_5cm,SG_CEC_100_200cm,SG_CEC_15_30cm,SG_CEC_30_60cm,SG_CEC_5_15cm,SG_CEC_60_100cm,SG_Clay_Content_0_5cm,SG_Clay_Content_100_200cm,SG_Clay_Content_15_30cm,SG_Clay_Content_30_60cm,SG_Clay_Content_5_15cm,SG_Clay_Content_60_100cm,SG_Coarse_fragments_0_5cm,SG_Coarse_fragments_100_200cm,SG_Coarse_fragments_15_30cm,SG_Coarse_fragments_30_60cm,SG_Coarse_fragments_5_15cm,SG_Coarse_fragments_60_100cm,SG_Nitrogen_Content_0_5cm,SG_Nitrogen_Content_100_200cm,SG_Nitrogen_Content_15_30cm,SG_Nitrogen_Content_30_60cm,SG_Nitrogen_Content_5_15cm,SG_Nitrogen_Content_60_100cm,SG_SOC_Content_0_5cm,SG_SOC_Content_100_200cm,SG_SOC_Content_15_30cm,SG_SOC_Content_30_60cm,SG_SOC_Content_5_15cm,SG_SOC_Content_60_100cm,SG_SOC_Density_0_5cm,SG_SOC_Density_100_200cm,SG_SOC_Density_15_30cm,SG_SOC_Density_30_60cm,SG_SOC_Density_5_15cm,SG_SOC_Density_60_100cm,SG_SOC_stocks_15_30cm,SG_Sand_Content_0_5cm,SG_Sand_Content_100_200cm,SG_Sand_Content_15_30cm,SG_Sand_Content_30_60cm,SG_Sand_Content_5_15cm,SG_Sand_Content_60_100cm,SG_Silt_Content_0_5cm,SG_Silt_Content_100_200cm,SG_Silt_Content_15_30cm,SG_Silt_Content_30_60cm,SG_Silt_Content_5_15cm,SG_Silt_Content_60_100cm,SG_Soil_pH_0_5cm,SG_Soil_pH_100_200cm,SG_Soil_pH_15_30cm,SG_Soil_pH_30_60cm,SG_Soil_pH_5_15cm,SG_Soil_pH_60_100cm,WorldClim2_BIO_Annual_Mean_Temperature,WorldClim2_BIO_Annual_Precipitation,WorldClim2_BIO_Isothermality,WorldClim2_BIO_Max_Temperature_of_Warmest_Month,WorldClim2_BIO_Mean_Diurnal_Range,WorldClim2_BIO_Mean_Temperature_of_Coldest_Quarter,WorldClim2_BIO_Mean_Temperature_of_Driest_Quarter,WorldClim2_BIO_Mean_Temperature_of_Warmest_Quarter,WorldClim2_BIO_Mean_Temperature_of_Wettest_Quarter,WorldClim2_BIO_Min_Temperature_of_Coldest_Month,WorldClim2_BIO_Precipitation_Seasonality,WorldClim2_BIO_Precipitation_of_Coldest_Quarter,WorldClim2_BIO_Precipitation_of_Driest_Month,WorldClim2_BIO_Precipitation_of_Driest_Quarter,WorldClim2_BIO_Precipitation_of_Warmest_Quarter,WorldClim2_BIO_Precipitation_of_Wettest_Month,WorldClim2_BIO_Precipitation_of_Wettest_Quarter,WorldClim2_BIO_Temperature_Annual_Range,WorldClim2_BIO_Temperature_Seasonality
GN,2728.866943,8590.000977,1.15255177,139.9999237,14222.74609,193.8833771,57.71707153,142.8336182,480.5932007,5723.899902,162.8333282,6989.821777,2814.916992,3.72916913,2887.900146,397.3095703,12263.21582,5205.436523,24397.43164,-60.5619545,7457.369141,2982.720703,18217.04688,149,2608.833496,2618.833496,2833.900146,2833.900146,2487.833496,-521.0825806,2351.93335,1009.384644,12237.00488,6194.31543,831.0167847,226.1339264,45.00035858,219.1339264,4509.259766,1579.203613,4509.259766,198.1502228,413.850708,400.0665588,8877.081055,5913,1088,1346,141,1776,574,111049,3447,26219,27527,2979,1193,1244,20301,8579,338,698,84007,2.796756744,33.60560226,14.6081295,7.375260353,-2.271962881,-2.02556324,9.329174042,8.954674721,-7.33839035,21.94651985,471.6112366,3.400221586,28.09378624,13.51381969,5.292526245,-0.752239108,0.54108876,8.954691887,8.59327507,-5.324959755,18.83877945,386.0474243,113.9113007,130.5021973,125.8030624,125.4857407,117.6487198,129.2055511,277.6183167,214.4749603,226.1774597,220.5145264,238.0050507,222.3312836,212.9007874,206.7324677,225.890152,227.6308289,225.240387,211.0042419,167.0380249,230.4156799,174.1733856,182.2542419,165.2664337,206.6791534,4352.803223,871.6141357,2489.35083,1663.477905,3315.145996,1173.436035,710.336853,269.9873047,554.4348755,268.9047546,547.5413208,227.036972,466.4079895,66.84430695,234.7677307,153.8482208,402.0962219,75.06019592,84.28310394,296.8136902,298.74646,291.2603149,290.8052673,296.5339966,301.721283,490.3579102,494.6280518,482.8281555,481.5186157,478.2479858,487.2472534,68.49785614,69.82606506,69.35678101,69.18754578,69.30191803,69.12608337,1.012500048,713,41.66666412,16.10000038,14.875,-8.283333778,-8.283333778,9.316666603,8.816666603,-19.60000038,87.84884644,15,3,15,375,135,376,35.70000076,715.7930298
GT,2829.983154,1182.866089,0.106501073,109.0002823,40591.90234,267.9832764,190.9667511,228,17732.18555,28211.95313,25,1107.866089,2886,2.930000067,3037,-178.9997864,16629.92578,16683.47656,24967.45117,-833.0827637,9283.578125,8412.680664,18208.59961,127,2681.983154,2681.983154,2964,2964,2603.983154,-1455.13269,2071.163574,1811.764771,9447.614258,2187.749023,781.9836426,75,23,75,628.9331055,236.9832764,628.9331055,81,46,433.0167236,10988.14746,3703,1106,706,115,1443,3933,1960913,2484,110692,29795,864,729,3473,25231,9150,1148,527,1252147,10.85651493,26.2455616,33.04888153,9.99605751,-1.080624104,-1.080624104,23.69044685,23.69044685,-5.037776947,38.08665848,1002.740417,11.45850754,12.70140171,25.78631401,3.682425737,1.155015111,1.155015111,22.03344154,22.03344154,-3.205963135,28.99227715,852.2614746,147.4121399,152.5192871,150.5630035,152.0967865,148.2289734,152.4852295,168.9016113,142.271225,145.2986603,138.1710205,149.9498444,135.4773407,198.5544891,193.2806244,201.6569672,194.5483398,192.496582,189.322113,107.8720932,155.7844086,107.6223602,112.0560913,108.7471008,130.5642395,1171.752686,601.4341431,804.0236206,664.0064697,886.9700317,573.9382935,114.51931,37.71590042,94.74315643,60.18956375,85.68870544,43.85382843,145.1580353,78.93759918,116.249733,75.8441925,119.2957916,60.12607193,29.80020332,366.8920288,381.6968689,360.5505676,362.9776917,373.9343567,365.6791992,434.5286255,425.1113281,437.8566284,442.6269226,433.5329895,445.0765686,83.8314209,84.03806305,83.5524292,83.96678162,83.647789,84.10801697,6.166666508,149,32.66518402,27.29999924,14.66666698,-8.149999619,-6.833333492,19.04999924,19.04999924,-17.60000038,105.0452652,3,1,3,99,38,99,44.90000153,1105.195068
HHG,2740.983398,4964.537109,0.690744996,112.9998474,18553.25977,193.933609,106.9505386,153.9504089,3327.404785,9880.241211,167.8837891,4130.446777,2839.016846,3.270000696,2922.950439,4.718349934,12143.37793,7219.338379,24706.29688,-289.3995056,6912.567871,3620.944824,17841.60156,127.0332413,2610.933838,2610.933838,2867.967041,2867.967041,2532.933838,-649.4865112,1535.865967,999.5702515,9055.435547,6933.319336,930.8324585,202.1165161,51.03339767,202.1165161,3012.94043,1233.945923,3012.94043,192.9014435,286.6874695,390.0166626,10057.34766,4511,863,1343,189,1787,665,106157,796,27163,28216,2546,1198,1015,20466,8575,251,670,60940,3.890222073,21.52973366,21.11223221,6.6895051,-5.016798496,-5.016798496,12.92803097,12.92803097,-9.95877552,31.07100677,717.4569092,4.424463749,15.25572586,16.07168007,3.732067108,-1.761134863,-0.10461197,10.85931873,10.85931873,-8.391706467,24.46338654,489.7498779,119.0016327,148.8800049,131.1935272,138.2986755,122.6071701,145.3219299,239.7818604,176.5305328,203.2831421,194.0469513,206.657608,181.5067902,226.3066864,228.9906616,232.1657562,233.6360168,226.1611633,235.7133331,217.0504761,306.9211426,249.894577,269.9921265,227.7446442,301.6856079,4898.520996,693.0444336,1695.707642,1252.209473,2584.605713,782.7394409,677.2709351,91.41936493,268.6830444,177.4287415,421.6236267,113.649704,385.3535767,41.9560051,217.6432953,110.9481812,298.8143616,62.25470734,54.98371124,358.4095764,380.6383972,349.4060974,360.5653992,354.2554932,375.3075256,415.4087219,390.4032898,418.5281067,406.0007629,419.8530579,389.2649536,72.70128632,77.36278534,73.79256439,75.9344101,73.56169891,77.53800964,3.533333302,248,30,22.60000038,12,-10.10000038,-10.10000038,15.6833334,15.6833334,-17.39999962,78.06150818,12,4,12,126,46,126,40,1055.675903
HHSJZ,2860,5668.118164,-3324.771729,70,47349.96094,330,212,257.9831848,21200.43555,32926.24609,304,5513.118164,2887,1.160163641,3002.966797,32767,65535,11785.69824,22848.06641,32767,65535,7091.748047,16137.0332,34.01644516,2739,2739,2977,2975,2708.016846,32767,65535,2732.016602,8169.898926,9127.167969,990.0332031,240.0168152,61,240.0168152,3305.117188,1536.083496,3558.116943,41,68,294.9499207,9386.987305,4670,1064,576,32,2157,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.86666679,773,22.27053261,29.39999962,7.683333397,-0.150000021,-0.150000021,24.89999962,24.89999962,-5.099999905,95.29891968,36,11,36,458,209,458,34.5,1031.222412
HHSX,2842.000244,3154.549805,0.283919126,142.9665527,41932.70313,297.0169373,202.0167236,246.0334473,17179.99805,28394.2832,73.86623383,3081.633789,2896.01709,3.119667292,3016.033447,-194.5488434,15234.29688,14036.14551,22788.76953,-610.7154541,8659.306641,7536.140137,16711.83008,119,2717.033447,2729.033447,2955.033447,2955.033447,2633.01709,-1029.597412,2092.220215,2388.368896,9570.389648,5484.573242,882.0673218,72.9159317,14.99971867,68.89948273,1743.241455,691.2797852,1743.241455,65.98327637,26.98299217,383.016449,9223.96875,4978,963,717,68,1706,3044,531446,3495,55403,24171,2110,1346,2761,22868,8920,926,1021,510011,10.68705368,31.43178749,28.30328178,9.839493752,0.715141714,0.715141714,20.7575779,18.87405205,-3.000996828,31.30427933,785.6064453,9.57507515,18.66248703,23.1271286,4.632688999,2.187780857,2.187780857,17.78447533,16.88839722,-1.696405649,24.82353592,628.3029785,122.1860886,138.0402222,129.7823944,131.7238007,125.9414291,137.4197388,154.2260284,129.3802032,138.463089,135.8377838,133.5447235,130.7354736,185.2203369,223.9178162,213.4198303,213.7284088,196.5290527,222.0548248,153.5243988,211.2659454,150.4698792,170.8471375,150.202652,188.5140381,3331.351807,507.499115,889.4189453,783.8763428,1170.599854,601.6192017,416.649231,59.55773926,127.0143814,82.72343445,157.3840179,62.09651566,282.618866,41.74214554,163.7705078,87.03830719,171.522934,62.2792778,37.48252106,348.4903259,333.8096924,333.1269226,331.28302,342.0969543,334.3856506,466.2433472,442.4054871,453.4345398,454.98703,461.3739929,443.7030029,81.16703033,83.96509552,82.60044861,82.99359131,82.16703033,83.67417145,8.875,379,30.61821175,27.60000038,12.21666718,-4.050000191,-4.050000191,20.26666641,18.93333435,-12.30000019,89.53930664,5,1,5,203,82,213,39.90000153,983.649292
HK,2975,20645.08594,2.105089903,0,88985.9375,365,365,365,52485.9375,70735.9375,365,20645.08594,2975,2.738496304,3041,1662.078003,18426.20508,13368.12207,21536.98438,273.3969727,13932.88867,10502.00684,16865.26563,38.96675491,2924,2924,3014.966797,3001.966797,2900,-808.5178223,9247.788086,7217.922852,11598.66504,21996.48438,678,1041.949097,221.9832001,1041.949097,8312.905273,3265.611572,9561.885742,0,65535,141,3531.853271,7493,1170,564,40,1905,1289,487236,2634,56028,24358,2013,1361,1908,21712,8694,640,952,336211,24.44234085,20.17891884,29.75806427,2.279930115,19.61936378,19.61936378,28.12657356,27.27796364,18.45948982,11.29857445,337.2529297,23.63437271,-1.156131148,27.89649773,-0.095054835,19.20896912,19.20896912,26.65872574,26.19996452,19.67469406,8.221804619,302.9015198,115.1047668,137.5036621,125.131752,132.1405945,117.6713409,136.4456787,155.4556122,102.5942459,107.1416321,102.3723221,115.7231827,101.8709412,287.0845337,320.2538757,327.2467651,332.953186,310.9851074,314.7327881,53.97930908,73.59455872,51.93299103,55.63306808,52.99997711,67.41860199,1906.169678,610.0003662,864.5592041,736.8218994,1302.326416,676.8723755,303.4962769,235.3340759,247.7549438,204.5735321,273.3792114,204.6533661,350.0004272,215.6102905,274.4705811,241.7297211,305.3424377,174.9732971,45.7569313,343.4537964,299.4795837,303.3343201,293.7813416,318.7465515,290.7746277,369.1260681,380.6713867,369.295166,373.3457031,370.1543884,394.5493469,57.50848389,58.91326141,57.80436325,58.05798721,57.48054886,58.50249863,24.38750076,1712,38.65740585,32.70000076,6.958333492,18.76666641,18.76666641,28.64999962,28.18333435,14.69999981,68.64299774,93,23,93,762,271,766,18,407.9334106
JSH,2826.016846,1302.866211,0.12038479,128,38779.73438,267.0332642,186.0332489,225.0332489,16174.33398,26485.90039,29,1261.866211,2893.033203,3.029832602,3024.033203,-213.9832916,16182.01855,15791.78027,25003.45117,-799.0003052,9049.050781,8012.971191,18131.23438,125.0167999,2686.016846,2686.016846,2955.033203,2955.033203,2610,-1381.01709,2241.933105,2014.217163,9717.051758,2399.765869,897.9332275,41,11,41,749.8994141,272.9664612,749.8994141,79,22,414.0332642,10461.50098,4224,1103,848,121,1742,4620,476054,3845,54665,29108,1958,933,2385,22616,8866,711,575,417054,10.39691067,25.27728271,32.78403091,9.762499809,-1.419186592,-1.419186592,23.18131256,23.18131256,-5.837605476,38.62163544,995.0950928,11.90049839,13.25370502,25.7529583,3.995991707,1.807783365,2.509376764,22.86672592,22.86672592,-4.397038937,30.14999771,846.2814941,141.2332153,154.6052399,142.5948792,151.9069366,141.6205139,152.9645538,188.5106354,178.9117432,177.229538,174.8096619,178.0297852,177.1549225,168.5061798,161.6212158,181.3485565,175.5470428,171.9484711,167.3087463,158.435379,220.0514679,154.1045227,180.26651,146.4581451,198.3288727,1220.527466,432.5750732,676.6738281,560.032959,822.9834595,469.9295044,87.37126923,36.58698273,85.08397675,53.90950394,81.39630127,33.80194092,148.6928711,42.54182816,99.10066223,73.19044495,111.2912903,47.37407684,22.74871635,481.5224609,474.6584778,484.000946,477.8417664,490.0357056,471.9623413,350.1031799,363.6647949,334.6099548,346.8522034,338.1251831,360.5253296,82.96749878,83.01313782,83.72766113,83.10901642,83.14190674,83.21070099,6.287499905,150,32.88341141,26.29999924,14.00833321,-7.383333206,-7.383333206,18.48333359,17.29999924,-16.29999924,95.67267609,1,0,1,89,37,92,42.59999847,1050.197266
KS,2858,883.1165161,0.074375294,123,48920.23438,290.9665527,217.9832764,252,23604.95313,35358.73438,20,781.1165161,2858,2.870167732,3058,-153.5650024,17194.42969,20860.24805,26888.0332,-856.6773071,9272.839844,10187.33105,18210.33398,120,2706,2721,2988.966797,2988.966797,2640,-1605.606201,1753.880737,2032.932983,8735.382813,1648.216309,471.0337524,102,22,81,347.0502014,120.0167313,347.0502014,71.01673126,43,418,10995.49805,4295,1155,1404,196,833,2953,2040911,704,111219,29813,1072,659,3677,24551,9089,1098,518,1153931,12.45295429,23.01654625,33.71364975,8.409693718,-0.082218796,0.94847697,23.76484489,22.49451447,-2.823952913,36.53760147,945.6211548,12.26665974,9.570754051,24.29294205,2.463585138,0.443441451,1.860553145,21.79952621,20.97636795,-1.447821379,25.74076271,874.2994995,139.3925018,150.579422,148.4230804,148.5662994,146.5809631,149.5606689,158.4235535,128.198349,145.3503723,134.6440887,148.3981018,130.2082062,246.6222382,226.9155121,253.9762421,264.1463318,253.5763245,246.8934937,110.3750381,141.032196,113.5493317,127.3233185,107.3791428,133.4707642,1945.999634,539.3813477,922.7491455,593.0435181,1262.683716,516.2325439,127.1182785,41.63989258,86.77780151,60.49466324,108.5513611,51.7171402,210.8117828,55.48777008,138.7859955,81.5343399,149.5088043,63.29994583,33.08190536,292.9768677,322.090332,287.230835,285.8688965,283.9616394,298.6901245,460.5370483,450.98349,458.7288513,449.8245544,462.4477539,454.5481567,79.9984436,81.18475342,80.26806641,80.81996155,80.24524689,81.0233078,11.71666622,97,29.71183777,32,12.71666622,-3.100000143,-1.516666651,24.06666756,19.36666679,-10.80000019,51.52189636,10,2,8,35,16,36,42.79999924,1102.965698
LTH,2807,5553.235352,0.558455229,169.9666748,31900.10742,264.9671021,174.0000763,222.0000763,9803.543945,19735.04883,142.86586,5309.403809,2864.049805,3.369999886,2965.050049,-103.8082581,13847.98633,9407.266602,22703.52734,-394.4552612,8423.65918,5301.141602,17588.98828,128.016449,2683.033203,2683.033203,2910.033691,2902.016846,2584.033691,-669.4718018,2813.297607,1720.351196,11681.23145,8972.908203,800.050415,146.9156342,35.96639252,146.9156342,2825.218994,1034.378418,2836.185059,90.01609039,81.03146362,381.016449,8818.205078,5380,1035,1054,110,1964,1449,321698,4193,47487,29249,1655,838,1956,24188,9045,600,569,320348,8.732622147,27.44838524,24.47506332,7.443129063,-0.126709744,-0.126709744,17.69110298,16.14427376,-2.641756773,27.11681938,694.1974487,7.519940376,20.51702499,19.74783897,4.289691925,1.59677577,1.59677577,14.90521336,14.31258583,-1.160123587,20.9079628,538.0426025,124.8624725,137.9378662,133.3623199,134.907486,126.6265564,138.0648804,213.5513306,167.0539703,171.8277588,173.5368958,179.6360321,171.0215759,212.0884552,219.5844421,215.8426819,211.4538116,208.0768585,222.691864,127.4405518,186.968277,143.4487762,146.8365936,133.0702209,149.1121368,3063.645508,450.9784851,1071.417358,786.300415,1286.284424,553.9793701,351.1800537,47.05619431,117.6018982,85.25783539,141.9593506,61.21289825,402.8632813,47.64126587,170.8767242,95.02059174,240.2498779,70.1208725,45.81994629,274.3791199,268.0158081,265.3433838,264.6722717,277.3471069,269.3089294,513.3746338,512.6012573,518.5615234,523.7745972,514.3303223,507.9488525,78.11968994,79.64333344,79.29641724,78.78063965,79.5610733,79.64155579,6.795833588,503,31.439394,24,11.75833321,-5.049999714,-5.049999714,17.26666641,16.25,-13.39999962,85.81166077,8,1,8,256,99,271,37.40000153,900.1526489
MMGS,2787.983154,4056.301025,0.490245372,61,35084.85156,226,167,198,15317.77051,24469.23633,98,3877.301025,2905,2.059999943,3010.983643,-96.81723785,17147.44922,12455.81641,21991.0332,-558.3853149,8842.204102,6072.883301,14842.08203,102,2595,2595,2958.983154,2958.983154,2516,-1327.036743,1232.588989,753.949707,6210.148926,6859.435059,1166.033203,71,17,71,2915.234131,1275.116943,2915.234131,137.0167389,91,494.983551,14122.13574,4054,960,1487,226,1922,786,78053,-1409,23098,21346,3222,1795,500,16535,7811,174,1290,33542,7.241541862,15.53148365,30.02253532,6.930528641,-8.044019699,-8.044019699,21.91625595,21.91625595,-14.59991646,44.62245178,1188.617065,9.120696068,13.38765621,24.99337769,4.881623268,-2.009636879,-1.470628619,21.65517807,21.65517807,-11.47023582,36.46361542,943.8531494,126.8253632,145.5151215,137.3567963,137.7510834,131.9075012,142.1947174,252.1538391,192.4807587,222.1768036,201.9212494,232.1555634,195.5969696,263.1296692,224.5267944,226.2874451,239.1253357,262.532196,232.2736206,117.1343536,200.2519073,122.8611755,160.044632,115.5798264,182.6988373,3382.442871,585.4909058,1590.912964,1096.547119,1841.396484,720.9962769,468.0058594,170.3833618,243.6527863,214.1964722,330.6479187,203.3571014,281.4259033,51.09708786,170.3501129,105.0196152,216.101181,69.90575409,40.18919754,438.4931335,492.3406372,461.6037292,449.5951843,439.3242493,461.9424438,298.3314514,283.2332458,311.9526672,311.2588806,298.1127014,305.427948,78.39261627,80.7387619,79.30503082,80.81430817,79.08807373,80.6319809,5.275000095,455,22.70341301,28.79999924,11.53333282,-13.80000019,-13.80000019,22.5,22.5,-22,111.406601,8,2,8,305,142,305,50.79999924,1473.064941
MMS,2968.983643,18611.98828,-1650.951294,0,86612.01563,365,365,365,50112.01953,68362.01563,365,18611.98828,2969,3.449666739,3041.016602,1435.449585,17022.98633,12839.4873,19980.91797,249.9644012,12418.1416,10529.73633,15750.91797,60.98347473,2906,2920,3018.016602,3012,2865,-770.6199951,7927.211426,7149.919922,11549.98535,20884.13672,733.0499878,1073.083252,261.9998169,841.0161743,8873.103516,3037.551514,8923.538086,0,65535,176.0166321,4449.184082,6931,1301,1318,118,1528,1577,149215,1439,23894,19588,4047,2299,875,17014,7837,306,1580,163156,24.78465462,34.08603668,32.47530365,5.868182182,19.04840851,20.90981483,29.18631935,29.18631935,15.25950718,17.21579552,416.6410522,23.01168633,11.16846943,29.41151237,1.371374011,17.46209908,19.10572815,27.18623543,26.78756905,17.13253403,12.2789793,388.3307495,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23.44999886,1907,33.58974457,32,6.550000191,16.89999962,18.38333321,28.58333206,28.58333206,12.5,73.55511475,106,22,101,897,322,897,19.5,484.5194397
NSS,2961,19450.11133,-1678.886353,0,83884.49219,365,365,365,47384.49219,65634.49219,365,19450.11133,2961,2.729492188,3036,1742.598022,18519.44922,13363.71582,19493.73242,204.1960144,13648.83105,10506.79785,15234.81641,49.98347473,2893,2908,3016,3016,2852.016602,-932.4893799,8871.537109,7022.149902,11287.86719,21360.17188,699.9834595,1335.251709,303.066864,1110.151123,9180.290039,3440.552734,9180.290039,0,65535,183.9834747,4848.147949,6058,1294,1390,146,1423,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.78333282,1805,28.1553421,32.09999847,5.799999714,15.58333302,17.33333397,28.75,28.75,11.5,72.48409271,116,32,103,868,292,868,20.59999847,544.8867188
NYH,2752.61084,5565.468262,0.742444158,105.7480621,18634.78516,207.6283112,110.4886093,164.6118011,2389.922852,9339.112305,184.577713,5085.932617,2830.814209,3.238142729,2899.729248,-196.881958,14828.68848,5755.17041,29675.43164,-537.9358521,9870.088867,3209.779541,22658.68945,116,2640.526611,2644.526611,2855.695801,2855.695801,2541.510254,-1068.312134,4057.129883,1041.62085,16478.43359,7698.422852,978.8329468,121.2876358,30.08432961,120.2879181,3389.736816,1237.693359,3389.736816,160.9703827,142.8594971,358.2191772,8656.600586,5447,1072,1676,186,1728,2829,2266242,1280,123844,29781,867,627,3492,25363,9144,1131,522,1270643,6.245312214,25.47048759,17.61111069,4.445957184,0.579050899,0.653675854,12.5574522,12.5574522,0.155782893,17.45532799,478.7281799,6.205483437,1.060735464,13.9839859,0.149520755,0.771215737,1.350214839,12.12927246,12.12927246,-0.111964986,14.09595108,469.6057739,115.4968109,141.331604,132.4662018,138.6054688,120.7804413,139.9670563,209.5510559,179.829361,175.3108826,171.2090454,183.6720581,174.2148438,118.9163742,96.42553711,93.46559906,94.61546326,96.60630798,91.14513397,186.0328369,298.5021362,233.4449158,246.2809906,218.8435211,253.2982788,4590.71875,826.2670898,2029.790894,1400.519043,3201.487549,910.7605591,611.0823975,86.35858917,225.7787933,111.7207565,383.2598877,78.2947998,505.365448,59.43698502,234.3365936,133.8310852,405.3373413,74.39608765,84.55220795,526.6489868,602.2631226,536.1861572,539.7076416,544.2896118,549.8674927,354.557312,301.0839233,370.4092102,365.7095337,359.2576599,358.8389893,67.35962677,70.40838623,68.00417328,68.90232086,67.8007431,69.91571808,5.462500095,486,40.20419312,18.89999962,12.14166641,-3.083333492,-3.083333492,13.01666641,13.01666641,-11.30000019,105.0362244,7,2,7,305,115,305,30.20000076,655.0160522
